PlcIndex,ClstRad1,ClstRad2,ClstRad3,ClstRad4,ClstRad5,ClstRad6,ClstRad7,ClstRad8,ClstRad9,ClstRad10,ClstRad11,ClstRad12,ClstRad13,ClstRad14,ClstRad15,ClstRad16,ClstRad17,ClstRad18,ClstRad19,ClstRad20
1102,NA,24,20,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1108,58,27,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1111,56,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1123,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,59,28,17,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1131,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,60,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,60,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136,60,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1139,NA,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1145,NA,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1148,NA,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1151,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1154,59,28,17,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1160,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1
1168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1172,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,33,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,31,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,32,17,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,NA,NA,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2025,28,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2044,NA,NA,24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2048,NA,NA,24,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2053,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2062,NA,11,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2065,NA,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2066,10,10,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2073,NA,NA,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2074,NA,NA,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2088,43,21,16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2091,47,22,18,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2096,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2099,NA,NA,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2105,NA,23,19,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2106,58,27,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2107,NA,27,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2116,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2118,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
